Event Name,Start,End,Location,Description,Organizer,Event URL,City
Soca Vs Reggae Labor Day Weekend Yacht Party,"September 03, 2023, 11:00 PM","September 04, 2023, 03:00 AM","2430 FDR Drive Service RD E, New York, NY 10010","**** YACHT WILL BE SAILING OUT AT 6:30PM! ****The Official  Soca Vs Reggae ®Cruise Summer  Yacht party at Skyport Marina Cabana Yacht located at 2430 FDR Dr, New York, NY 10010. Join us at the Hottest Soca Vs Reggae  Sunset Cruise Yacht Party in with NYC Hottests Djs while enjoying views of the Manhattan Cities Skyline!Tickets Are on Sale nowWhat You'll GetCustomers can arrive by 10:45 p.m. for check-in with yachtBottle service AvailableThe yacht will be sailing. Boarding 10:45pm, Sail 11:30pm. The Yacht returns to Marina at 3:00am. Please arrive early so you don't miss the Yacht. No Refunds if you miss it!ID is a Must. Drinks Bar onboard. 2 Floors of music with climate-controlled Main Floor & Upper Deck!Temperature readings upon entry so we can create a safe haven for our attendees!For more ticket information on   Reggae Vs Soca Party Cabana Yacht Cruise call/ or text 646-623-6619**** YACHT WILL BE SAILING OUT AT 11:30PM! ****",https://www.eventbrite.com/o/capital-events-marketing-group-9769672320,https://www.eventbrite.com/e/soca-vs-reggae-labor-day-weekend-yacht-party-tickets-557956782757,NYC
The 2023 Marketplace of the Future,"September 22, 2023, 03:00 PM","September 22, 2023, 10:00 PM","601 West 26th Street 17th Floor, New York, NY 10001","Welcome welcome welcome to the SEVENTH Annual Marketplace of the Future!!We return in 2023 as the Official Vision Partner for Climate Week NYC - the largest Climate Week on Earth. Inspired by the 1939 New York World's Fair, aka the ""World of Tomorrow"",  the Marketplace of the Future is an expo of organizations working within various spheres of climate solutions. Everything from compost, carbon capture, renewable energy, electric vehicles, and MORE will be on display to give us a glimpse of what a sustainable future looks like in the present. 2023 Exhibitors:G﻿roundcyle (Second year in a row)G﻿rouphug (Back for the fourth year)V﻿y-Carb (First timerrrrr)😍 MORE TBA 😍The 2023 Marketplace of the Future is made possible by our incredible sponsors:",https://www.eventbrite.com/o/future-meets-present-17835100861,https://www.eventbrite.com/e/the-2023-marketplace-of-the-future-tickets-668543310037,NYC
Education in New York Summit,"August 17, 2023, 09:00 AM","August 17, 2023, 04:00 PM","36 Battery Place, New York, NY 10280","City & State’s Education in New York summit will offer industry executives, public sector leaders and academics the opportunity to share ideas and debate over critical issues such as school choice, closing the achievement gap, and special education services. The full-day event brings together the most influential leaders and thinkers in New York’s education fields. Hear from the decision-makers who set policy and determine the future of New York’s education system.CLICK HERE TO VIEW THE FULL AGENDA All attendees may be required to provide government-issued photo ID upon entry. Walk-in registrants will be charged an additional fee and will be required to provide credit card payment on-site.Inclusion is one of the core values of City & State. Our goal is to create a company climate accessible to all, and proactively plan events free of physical, communication and/or other barriers so all individuals may meaningfully participate in our activities and events. Individuals with disabilities are encouraged to attend City & State sponsored events. If you require a reasonable accommodation in order to participate in this event, please contact Alexis Arsenault at aarsenault@cityandstateny.com or Isabelle Poulard at ipoulard@govexec.com.By registering for this event, you consent to receive emails from City & State/NYN Media and sponsors (e.g., daily newsletter), if any; and for us to share your contact information with the event sponsors who may contact you, about their related products and services.",https://www.eventbrite.com/o/city-state-ny-7786658717,https://www.eventbrite.com/e/education-in-new-york-summit-tickets-643290628587,NYC
THE #1 Hip Hop & R&B Boat Party NYC | MEGA YACHT INFINITY,"August 11, 2023, 09:30 PM","August 12, 2023, 02:00 AM","353 West, New York, NY 10014","Looking for a luxurious way to unwind and enjoy the best views of New York City? Look no further than the #1 Hip Hop & R&B yacht party on Manhattan waters! Get ready to drop it down NYC!Dance the night away on multiple indoor stages and open-air dance floors, and sip on delicious drinks from our fully stocked bar. Your Infinity Experience includes:Scenic 3-hour cruise of the NYC harbor;Captivating views of the Manhattan skyline including the Statue of Liberty, Brooklyn Bridge, Ellis Island, the Freedom Tower and more;Waitress Service Available ; Order Drinks directly to your table.VIP Bottle Service & Sections Available - Call/text Allan (646)-263-4593 and/or email rsvp@iboatnyc.com for the Bottle Services Flyer & Packages.Open-Air deck and a climate-controlled cabins;4 levels of music (Outdoor Floor of Music ;  3 Indoor Floors of Music)Live DJs playing Hip Hip & R&B, Reggae, Afrobeats, Amapiano  and all styles of Latin Music, Reggaeton, Pop, Top 40, Oldies & more on other floors.Rain? No problem, there are two large  indoor dance floors and indoor sitting areas! Food Available for Purchase.Great for Birthday Celebrations / bachelorette / bachelor / anniversary / graduations & more (Balloons & Cakes permitted - no other outside food allowed)VIP Ticket Includes Express Line Entry (and access to a VIP area only if a VIP area is designated on a certain cruise)Free Street Parking Available around the Pier (it is relatively easy to find parking).  Pier 15 has parking garages for an average of $40.00 per vehicle. Pier 40 also serves as a large parking complex with an average rate of $40.00 per vehicle.The dress code is Dress to Impress: No hats | No Tims/boots | No joggers | No sweats | No basketball shortsContact us for special reservations: rsvp@iboatnyc.com or call / text  Allan  (646) 263 -4593Dinner Menu Includes:""Wendy Style"" Fish n' Chips[ Fried Fish, Oven Roasted Potatoes, Sauteed String Beans & Baby Carrots]Wendy’s Famous Jerk Chicken[ Jamaican Jerk Chicken, Pasta Salad, Fried Plantains, Rice & Beans ]Italian Stallion Baked Ziti[ Baked Ziti, Oven Roasted Potatoes, Mixed Green Salad ]The Loaded Mediterranean Falafel Bowl[ Authentic Palestinian Falafels, Sauteed String Beans & Baby Carrots, Rice & Beans,  Mixed Green Salad ]Mix & Match + add more to your plate (at no extra cost) Buffet Style! - Wild Wild West Buffalo Wings- Blast to the Past Chicken Nuggets- All American Mac n Cheese- Deli Pasta Salad- Empanadas (Beef, Chicken, & Cheese)And our Famous Crust Nation Pizza powered by Tabel 87  Food Options may vary based on availablity.Event Information:Location: PIER 40, INFINITY YACHTEverything about the Hornblower Infinity is impressive. This isn’t just a yacht, it’s a first-class venue, with the added bonus of being on the water. And you can experience incredible views from all four decks. Boarding: 9:30 PMDeparture: 10:30 PMReturn: 1:30 AMEnds: 2:00 AMRain or Shine21 & over with a physical ID (no photos of ID accepted)Did you enjoy your concert cruise experiences? Learn more about our partner Hudson-360.com, one of NYC's premier audio and visual production companies that offers event production & marketing services, audio and visual solutions and can book any artist for your next event.",https://www.eventbrite.com/o/iboatnyc-12316350145,https://www.eventbrite.com/e/the-1-hip-hop-rb-boat-party-nyc-mega-yacht-infinity-tickets-476192633987,NYC
Bollywood Cruise :  Aug 19th - Luxury Yacht Party On The Hudson,"August 19, 2023, 06:00 PM","August 19, 2023, 11:00 PM","12th Avenue & 42nd Street, New York, NY 10036","Price increase warning: Bollywood On The Hudson Advance ticket prices go up significantly (100% +) the closer you get to the event date.Climb aboard a one-of-a-kind Bollywood Boat Party, for an opportunity to view New York City from the comfort of multiple climate-controlled decks (indoor and outdoor). Surrounded by spectacular sights outside and elegant amenities inside, you will glide past many of New York's most legendary landmarks, including the Statue of Liberty, Freedom Tower, Empire State Building and the Brooklyn Bridge.Expect to dance away on our nightclub on the water and take plenty of snaps of the view!Your Cruise Experience Will  Include:Scenic 4 Hour Cruise of the NYC harbor.Captivating views of the Manhattan skyline including the Statue of Liberty, Brooklyn Bridge, Ellis Island, the Freedom Tower and more.Appetizers & Main Course Will Be Available For Purchase.Open-Air deck and climate-controlled indoor cabins.Dj Dharak & Dj BollyBoom playing all styles of Bollywood, Top 40 & more.Paid Parking Available On the Pier (Arrive Early). The dress code is ""White Summer Chic"".Please arrive early so you don't miss the Boat. No Refunds if you miss it!This Event is Strictly For 21 & Over. Proper Physical ID Will Be Required To Board.Event Information:Boarding: 6:00PMDeparture: 7:00 PMEnds: 11:00 PM",https://www.eventbrite.com/o/desisaturdayscom-25188472653,https://www.eventbrite.com/e/bollywood-cruise-aug-19th-luxury-yacht-party-on-the-hudson-tickets-679548667357,NYC
Afrobeats VS Caribbean Labor Day Weekend Yacht Party,"September 03, 2023, 06:00 PM","September 03, 2023, 10:00 PM","2430 FDR Drive Service RD E, New York, NY 10010","**** YACHT WILL BE SAILING OUT AT 6:30PM! ****The Official  Afrobeats Vs. Caribbean ®Cruise Labor Day   Yacht party at Skyport Marina Cabana Yacht located at 2430 FDR Dr, New York, NY 10010. Join us at the Hottest Afrobeats  vs. Caribbean  Sunset Cruise Yacht Party in with NYC Hottests Djs while enjoying views of the Manhattan Cities Skyline!Tickets Are on Sale nowWhat You'll GetCustomers can arrive by 5:45 p.m. for check-in with yachtBottle service AvailableThe yacht will be sailing. Boarding 5:45pm, Sail 6:30pm. The Yacht returns to Marina at 9:45pm. Please arrive early so you don't miss the Yacht. No Refunds if you miss it!ID is a Must. Drinks Bar onboard. 2 Floors of music with climate-controlled Main Floor & Upper Deck!Temperature readings upon entry so we can create a safe haven for our attendees!For more ticket information on   Afrobeats vs. Caribbean Party Cabana Yacht Cruise call/ or text 646-623-6619**** YACHT WILL BE SAILING OUT AT 6:30PM! ****",https://www.eventbrite.com/o/capital-events-marketing-group-9769672320,https://www.eventbrite.com/e/afrobeats-vs-caribbean-labor-day-weekend-yacht-party-tickets-557917084017,NYC
ALL WHITE YACHT PARTY CRUISE | New York City 2023 White Boat Party Series,"August 11, 2023, 09:30 PM","August 12, 2023, 02:00 AM","353 West Street, New York, NY 10014","WHITE BOAT PARTY 2023 SERIES YACHT PARTY CRUISE | New York CityNYC Manhattan waters to celebrate the weekend while enjoying the best views of New York City!Unwind from the week and relax on the water while you indulge on breathtaking views of Manhattan and the Statue of Liberty.While on board, be sure to check out our fully stocked bar! Order drinks straight to your table or at the bar!There are 3 floors including one outdoor deck for dancing underneath the moonlight.Your Cruise Experience Includes:Scenic 3-hour cruise of the NYC harbor;Captivating views of the Manhattan skyline including the Statue of Liberty, Brooklyn Bridge, Ellis Island, the Freedom Tower and more;Waitress Service Available ; Order Drinks directly to your table.VIP Bottle Service & Sections Available - rsvp@iclubnyc.comOpen-Air deck and a climate-controlled cabins;Live DJs playing all styles of Latin Music, Pop,HIP HOP  Top 40,  & more.Rain? No problem, there are two large indoor dance floors and indoor sitting areas!Food Available for Purchase.Great for Birthday Celebrations / bachelorette / bachelor / anniversary / graduations & more (Balloons & Cakes permitted - no other outside food allowed)VIP Ticket Includes Express Line Entry (and access to a VIP area if a VIP area is designated on a certain cruise)Contact us for more information & special reservations: rsvp@iclubnyc.comH﻿ORNBLOWER CRUISES   Boarding: 9:30 PMDeparture: 10:30 PMReturn: 2:00 AMRain or Shine21 & over with proper IDwww.iclubnyc.comFOLLOW US @ICLUBNYCMore events at www.iclubnyc.comC﻿LICK HERE TO WIN A FREE TICKET FOR YOUR BIRTHDAY ",https://www.eventbrite.com/o/iclubnyc-1717273352,https://www.eventbrite.com/e/all-white-yacht-party-cruise-new-york-city-2023-white-boat-party-series-tickets-585950402427,NYC
7th NYC Green School Conference 2023,"September 15, 2023, 10:00 AM","September 15, 2023, 05:00 PM","570 Lexington Avenue #12th floor, New York, NY 10022","The 7th NYC Green School Conference is the 7th edition of the Green School Conference presented by  Green Mentors in the New York  City of, the United States, on the sidelines of the 78th session of UNGA.The 7th NYC Green School Conference brings together thought leaders, educators, learners, policymakers, innovators, diplomates, administrators, solution providers, bookkeepers, healthcare experts, and climate leaders worldwide to discuss a wide range of topics related to fostering a more inclusive, compassionate, and climate-conscious approach toward humanizing and climatizing global education.The 7th NYC Green School Conference offers the participants to hear inspiring keynote speeches by prominent experts and time-tested views of the panelists, presenters, stories of school leaders, solutions providers, and domain experts associated with sustainable and responsible education. In addition, the conference typically covers a wide range of topics, includingGreening Learning spaces:  Creating environmentally friendly and sustainable educational environments that promote student well-being, connection with nature, and a sense of environmental responsibility. Exploring innovative and sustainable approaches to school design, including energy-efficient buildings, renewable energy systems, water conservation, waste management, and green spaces.Greening  Curriculum: Integrating sustainability, environmental education, and climate change topics into various subjects and grade levels to cultivate students' knowledge, skills, and values to understand and address the environmental challenges facing our planet, which includes curriculum development, pedagogical approaches, and interdisciplinary learning.Greening  Games:  Integrating sustainability principles and environmentally friendly practices into all sports. Greening games raise awareness, educate, and inspire players to adopt sustainable behaviors within and beyond the sports world. This approach contributes to a more environmentally conscious gaming industry and harnesses games' potential as a powerful tool for environmental advocacy and education.Co-curricular activities:  Infusing sustainable practices and environmental consciousness into extracurricular programs and initiatives within educational institutions. This approach extends sustainability beyond the classroom by incorporating eco-friendly principles into various clubs, sports teams, arts programs, and community service activities.These activities provide hands-on experiences, opportunities for teamwork, and leadership development, empowering students to become active agents of change in creating a greener and more sustainable future.  Experiential Learning: Highlighting the benefits and methodologies of outdoor and experiential learning in promoting environmental awareness, nature connection, and sustainable practices, which include field trips, nature-based activities, and project-based learning.Green Teachers:  Green teachers are educators passionate about integrating sustainability and environmental education into their teaching practices. Green teachers strive to create engaging and interactive learning experiences that promote environmental awareness, critical thinking, and active citizenship. Student Leadership: Showcasing examples of student-led initiatives, environmental clubs, and youth activism in schools and discussing ways to empower students to become environmental leaders and change agents.Green Innovations: Exploring the latest advancements in green technologies and innovations, which can reduce carbon footprint, promote energy efficiency, and enhance school sustainability.Greening  Food: Addressing topics related to sustainable food production, school gardens, farm-to-school programs, and promoting healthy and environmentally friendly food choices in schools.Climate Action: Discuss strategies for educating students about climate change, its impacts, and the importance of climate action, including exploring ways to foster climate literacy, resilience, and adaptation in schools.Cmmunity Engagement: Highlighting the importance of community involvement, partnerships with local organizations, and engaging parents, businesses, and community members in supporting sustainable practices and initiatives in schools.Green  Accreditation: Providing information about green School accreditation programs, sustainability benchmarks, and recognition schemes that schools can pursue to demonstrate their commitment to sustainability.Professional Development: Offering workshops and sessions focused on providing educators with the knowledge, resources, and professional development opportunities to effectively integrate sustainability and environmental education into their teaching practices.Policy and Advocacy: Exploring the role of policy frameworks, government support, and advocacy in promoting sustainable practices in schools and advancing the green school movement.Case Studies: Showcasing successful green school projects, initiatives, and case studies from around the world, providing inspiration and practical insights for participants.",https://www.eventbrite.com/o/green-mentors-9137332712,https://www.eventbrite.com/e/7th-nyc-green-school-conference-2023-tickets-652571668427,NYC
NYC Sunset Hip-Hop Vs Caribbean Leo szn Jewel Yacht Party August 13,"August 13, 2023, 06:00 PM","August 13, 2023, 10:00 PM","2430 FDR Drive, New York, NY 10010","**** YACHT WILL BE SAILING OUT AT 6:30pm! ****The Official Mothers Day Yacht party at Skyport Marina Jewel Yacht located at 2430 FDR Dr, New York, NY 10010. Join us at the Hottest Mothers Day Cruise Yacht Party in with NYC Hottests Djs while enjoying views of the Manhattan Cities Skyline!Tickets Are on Sale nowWhat You'll GetCustomers can arrive by 5:45 p.m. for check-in with yachtBottle service AvailableThe yacht will be sailing. Boarding 5:45pm, Sail 6:30pm. The Yacht returns to Marina at 10pm. Please arrive early so you don't miss the Yacht. No Refunds if you miss it!ID is a Must. Drinks Bar onboard. 2 Floors of music with climate-controlled Main Floor & Upper Deck!Temperature readings upon entry so we can create a safe haven for our attendees!For more ticket information on Afrobeats Vs Soca Jewel Yacht Cruise call/ or text 646-717-2520**** YACHT WILL BE SAILING OUT AT 6:30PM! ****",https://www.eventbrite.com/o/nyc-chase-simms-simmsmovement-event-group-12071565564,https://www.eventbrite.com/e/nyc-sunset-hip-hop-vs-caribbean-leo-szn-jewel-yacht-party-august-13-tickets-573196745897,NYC
Summer Day Cruise NYC Yacht Cruise at Skyport Marina | Cabana Yacht @1PM,"September 03, 2023, 01:00 PM","September 03, 2023, 05:00 PM","2430 FDR Drive, New York, NY 10010","Important Information:Boat:  Cabana Yacht Boarding: 12:45pmSail: 1:30pmTickets are non-refundableSaturday Hudson River Day Cruise @  Skyport Marina Summer Breeze Saturday NYC Cabana Yacht Party Summer Breeze Saturday New York City Yacht Party Tour Excursion at the Cabana Yacht in Skyport Marina located at 2430 FDR Drive New York, NY 10010. Join us as we celebrate Manhattan Weekend on the Hudson Summer Breeze Saturday New York City Yacht Party Tour in New York with NYC Hottest Djs overlooking Manhattan's Landmarks such as the Statue of Liberty, Brooklyn Event Dates & Boats:Jul 02, 2023 01:00pm (Cabana)Sep 03, 2023 01:00pm (Cabana) What You'll GetCustomers please arrive early for check-in with yachtBottle service priorityFull name & email for priority reservation seating.The yacht will be sailing. Boarding 12:45pm, Sail 1:30pm. Please arrive early so you don't miss the Yacht. No Refunds if you miss it.ID is a Must. Drinks Bar onboard. 2 Floors of music with climate-controlled Main Floor & Upper Deck!Your ticket reserves a spot on the boat. No refunds for this ticketed event.For more events, check out:http://plenty-of-parties.eventbrite.com",https://www.eventbrite.com/o/plentyofparties-themed-events-parties-17630541902,https://www.eventbrite.com/e/summer-day-cruise-nyc-yacht-cruise-at-skyport-marina-cabana-yacht-1pm-tickets-661231078957,NYC
HIP HOP VS CARIB!!! SUNSET YACHT PARTY!!! #SOCIALCITY,"August 13, 2023, 05:00 PM","August 13, 2023, 10:00 PM","PIER 36 299 SOUTH STREET, New York, NY 10002","*** YACHT WILL BOARD AT 5:30PM AND WILL BE SAILING OUT AT 6:30PM****WELCOME TO THE HIP HOP VS CARIB SUNSET YACHT PARTY MAJESTIC PRINCESS299 South St, New York, NY 1002 (South Street SeaportJoin us at the Hottest Hip Hop vs. Caribbean Sunset Cruise Yacht Party in with NYC Hottests Djs while enjoying views of the Manhattan Cities Skyline!Tickets Are on Sale nowWhat You'll GetCustomers can arrive by 5:30 p.m. for check-in with yachtBottle service AvailableThe yacht will be sailing. Boarding 5:30pm, Sail 6:30pm. The Yacht returns to Marina at 10pm. Please arrive early so you don't miss the Yacht. No Refunds if you miss it!ID is a Must.  2 Floors of music with climate-controlled Main Floor & Upper Deck!MUSIC BY ROTATION OF NYC'S BEST DJSFOR MORE INFO TEXT 347-200-3222**** YACHT WILL BE SAILING OUT AT 6:30PM! ****",https://www.eventbrite.com/o/social-city-media-group-4881348919,https://www.eventbrite.com/e/hip-hop-vs-carib-sunset-yacht-party-socialcity-tickets-616788219167,NYC
"SUNSET YACHT PARTY NYC! Cabana Boat Party! Sat., August 19th","August 19, 2023, 06:00 PM","August 19, 2023, 10:00 PM","2430 FDR Drive New York, NY 10010","SUNSET NYC YACHT PARTY!! Saturday, August 19th**6pm - 10pm",Eventbrite,https://www.eventbrite.com/e/sunset-yacht-party-nyc-cabana-boat-party-sat-august-19th-tickets-528434139737,NYC
LATIN & REGGAETON SUMMER WAVES NYC SUNSET BOOZE CRUISE,"August 26, 2023, 05:30 PM","August 26, 2023, 10:00 PM","23rd St FDR Drive, New York, NY 10010","THE LATIN & REGGAETON SUMMER WAVES NYC SUNSET BOOZE CRUISE Get ready to set sail on an unforgettable summer adventure! Introducing the ultimate Latin Vibes Sunset Yacht Party in NYC! Join us for non-stop dancing, contagious vibes, and pure summer fun. Step aboard the magnificent Latin Vibes yacht as we cruise along the sparkling waters of the city.Feel the rhythm take over as our expert DJs spin the hottest Latin and Reggaeton beats. From salsa to merengue, bachata to reggaeton, the dance floor will be on fire all night long. Get ready to move your hips and groove to the pulsating rhythm that will electrify the night!The breathtaking views of the city's iconic skyline will provide the perfect backdrop for an evening of enchantment and unforgettable memories.Sip on your favorite cocktails, and let the music transport you to paradise. Connect with like-minded people, dance under the stars, and embrace the freedom of the night.Limited tickets are available, so don't miss out on this  event. Gather your friends and secure your spot for the Latin Vibes Sunset Yacht Party of a lifetime. Let's sail away on a journey filled with laughter, joy, and non-stop celebration.Your Experience Includes:2 levels of climate controlled cabins - Main Floor and Upper DeckHookah available upon requestVIP Bottle Service and Sections Available - Call/Text (929)-333-4651 and/or email DrinkUpinNYC@gmail.com for more informationWaitress Service - order drinks right to your tableFood available for purchaseLive music provided by top DJs all night long - Latin , Reggaeton, & House Music!Large indoor dance floor and indoor seating areasEtiquette:Dress TRENDY & COMFORTABLE No  joggers, sweats, or basketball shorts!Event Information:Location @ CABANA YACHT - 2 Levels Climate Controlled Main Floor + Upper Deck Skyport Marina Cabana Yacht 23rd Street & FDR Drive, New York, NY 10010Boarding: 5:45PM | Returning: 10:00PM21+ w/ Physical ID | Drinks | Hookah Available | Bottle Service | Dinner Menu | Live Music Birthday Celebrations | Anniversary | Graduation | Bachelor/Bachelorette | Holiday Inquiries: Call/Text: (929)-333-4651 | Email: DrinkUpinNYC@gmail.com | Visit: www.DrinkUpinNYC.comDON'T FORGET TO FOLLOW US AT:IG: DrinkUpinNYCTikTok: DrinkUpinNYC",https://www.eventbrite.com/o/drinkupinnyc-34068162401,https://www.eventbrite.com/e/latin-reggaeton-summer-waves-nyc-sunset-booze-cruise-tickets-663915809057,NYC
DOMINICAN DAY PARADE YACHT PARTY,"August 13, 2023, 04:30 PM","August 14, 2023, 09:00 PM","353 West Street, New York, NY 10014","SUNDAY AUGUST 13THTHE DOMINICAN PARADE SUMMER YACHT FESTCELEBRATING LATIN HERITAGE  AND CULTURE Get aboard the #1 Cruise on Manhattan waters to celebrate LATINO HERITAGE with the best views of New York City!MAIN STAGE:FRANK ROTH | MEGA JAY | CHRIS G | TOONS | MATTMATTICPLAYING BACHATA MERENGUE REGGAETON AND TODAYS HITS INFINITY YACHT CLUB PIER 40353 West Street, New York, NY 10014Your Cruise Experience Includes:Scenic 4-hour cruise of the NYC harbor;Captivating views of the Manhattan skyline including the Statue of Liberty, Brooklyn Bridge, Ellis Island, the Freedom Tower and more;VIP Bottle Service & Sections Available Open-Air deck and a climate-controlled cabins;3 levels of music (Outdoor Floor of Music ; Two Indoor Floors of Music)Live DJs playing all styles of Latin Music, Pop, Top 40,  & more.The dress code is ""trendy"".Event Information:Boards: 4:30 PMDeparts: 5:00 PMReturn: 9:00 PMRain or Shine21 & over with proper ID",https://www.eventbrite.com/o/bbp-ent-gdaprez-7834761093,https://www.eventbrite.com/e/dominican-day-parade-yacht-party-tickets-678636368647,NYC
Government Procurement Conference,"September 21, 2023, 09:00 AM","September 21, 2023, 03:30 PM","36 Battery Place, New York, NY 10280","The procurement process continues to be a major source of business for private organizations in New York. However, successfully navigating the process remains difficult and out of reach for many organizations. The Government Procurement Conference will foster business partnerships between the city and state level government, prime contractors, and small, minority, service-disabled veteran-owned, veteran-owned, and women-owned businesses.CLICK HERE TO VIEW THE FULL AGENDA All attendees may be required to provide government-issued photo ID upon entry. Walk-in registrants will be charged an additional fee and will be required to provide credit card payment on-site.Inclusion is one of the core values of City & State. Our goal is to create a company climate accessible to all, and proactively plan events free of physical, communication and/or other barriers so all individuals may meaningfully participate in our activities and events. Individuals with disabilities are encouraged to attend City & State sponsored events. If you require a reasonable accommodation in order to participate in this event, please contact Alexis Arsenault at aarsenault@cityandstateny.com or Isabelle Poulard at ipoulard@govexec.com.By registering for this event, you consent to receive emails from City & State/NYN Media and sponsors (e.g., daily newsletter), if any; and for us to share your contact information with the event sponsors who may contact you, about their related products and services.",https://www.eventbrite.com/o/city-state-ny-7786658717,https://www.eventbrite.com/e/government-procurement-conference-tickets-673072757737,NYC
"SAT, 8/12 - LATINO VIBES SUNSET BOOZE CRUISE - LATIN & REGGAETON EDITION","August 12, 2023, 05:30 PM","August 12, 2023, 10:00 PM","23rd St FDR Drive, New York, NY 10010","LATINOS SUNSET BOOZE CRUISE | PRE-DOMINICAN DAY YACHT PARTY CELEBRATIONRaise your glass and immerse yourself in the Latin Vibes experience at the ultimate Latin and Reggaeton Sunset Yacht Party in NYC! Prepare to be captivated by the rhythmic beats and the dazzling city skyline as you set sail into a night of pure excitement. Dance the night away to the vibrant sounds of Latin and Reggaeton hits, surrounded by the iconic landmarks that make NYC shine. This yacht party promises an unforgettable adventure, where laughter, music, and the magical sunset views unite to create an atmosphere of pure bliss. Let Latin Vibes transport you to a world where the energy is contagious and the memories are priceless.Your Experience Includes:2 levels of climate controlled cabins - Main Floor and Upper DeckHookah available upon requestVIP Bottle Service and Sections Available - Call/Text (929)-333-4651 and/or email NYCCruiseparty@gmail.com for more informationWaitress Service - order drinks right to your tableFood available for purchaseLive music provided by top DJs all night long - Latin , Reggaeton, & House Music!Large indoor dance floor and indoor seating areasEtiquette:Dress COMFORTABLE and lightNo  joggers, sweats, or basketball shorts!Event Information:Location @ CABANA YACHT - 2 Levels Climate Controlled Main Floor + Upper Deck Skyport Marina Cabana Yacht 23rd Street & FDR Drive, New York, NY 10010Boarding: 5:45PM | Returning: 10:00PM21+ w/ Physical ID | Drinks | Hookah Available | Bottle Service | Dinner Menu | Live Music Birthday Celebrations | Anniversary | Graduation | Bachelor/Bachelorette | Holiday Inquiries: Call/Text: (929)-333-4651 | Email: NYCCruiseparty@gmail.com | Visit: www.NYCCruiseparty.com",https://www.eventbrite.com/o/nyc-cruise-party-33712169775,https://www.eventbrite.com/e/sat-812-latino-vibes-sunset-booze-cruise-latin-reggaeton-edition-tickets-677177134037,NYC
Hip Hop Vs Reggae NYC Jewel Yacht Party Cruise Skyport Marina SimmsMovement,"August 11, 2023, 11:30 PM","August 12, 2023, 04:00 AM","2430 Fdr Drive Service Road East, New York, NY 10010","The Jewel Yacht Fridays & Saturdays read belowFRIDAY Dates June 30th, June 21st, July 28th  11:45pmThe Spring Edition Friday Midnight Yacht party Cruise at Skyport Marina Jewel Yacht located at 2430 FDR Dr, New York, NY 10010. Join us at the Hottest Spring Edition Friday Midnight Yacht party Cruise Yacht Party in with NYC Hottests Djs while enjoying views of the Manhattan Cities Skyline!Limited Tickets ** Limited CapacityWhat You'll GetCustomers can arrive by 11:45 p.m. for check-in with yachtBottle service priority Full name & email for priority reservation seating.The yacht will be sailing. Boarding 11:45pm, Sail 12:30am. The Yacht returns to Marina at 3:30am. Please arrive early so you don't miss the Yacht. No Refunds if you miss it!SATURDAY  Dates July 1st, July 8th, July 22, July 29th  11pm The NYC Hip Hop vs. Reggae ® Yacht party Cruises Skyport Marina Jewel Yacht (646) 717-2520The Official Hip Hop vs. Reggae ®Cruises Yacht party at Skyport Marina Jewel Yacht located at 2430 FDR Dr, New York, NY 10010. Join us at the Hottest Hip Hop vs. Reggae® Cruise Yacht Party in with NYC Hottests Djs while enjoying views of the Manhattan Cities Skyline!Limited Tickets ** Limited CapacityCustomers can arrive by :I﻿MPORTANT BOARDING INFORMATION:S﻿ATURDAY BOARDING 11:00pm (The yacht will be sailing. Boarding 10:45pm, Sail 11:30pm. The Yacht returns to Marina at 2:45am. Please arrive early so you don't miss the Yacht. No Refunds if you miss it!)Bottle service priorityFull name & email for priority reservation seating.ID is a Must. Drinks Bar onboard. 2 Floors of music with climate-controlled Main Floor & Upper Deck!Temperature readings upon entry so we can create a safe haven for our attendees!For more ticket information on NYC Hip Hop vs. Reggae ® Midnight Party Jewel Yacht Cruise call/ or text 6467172520 or Chasesimms.eventbrite.comHip Hop vs. Reggae ® is a registered trademark of Gametight New York. All rights reserved.",https://www.eventbrite.com/o/nyc-chase-simms-simmsmovement-event-group-12071565564,https://www.eventbrite.com/e/hip-hop-vs-reggae-nyc-jewel-yacht-party-cruise-skyport-marina-simmsmovement-tickets-667241024867,NYC
