ID,Event Name,Start,End,Location,Description,Organizer,Event URL,City
8505,Annual Joint Meeting Central Basin Water Assoc & West Basin Water Assoc,2023-08-07 11:30:00,2023-08-07 13:30:00,"4320 San Gabriel River Pkwy, Pico Rivera, CA 90660","Annual Joint Meeting Central Basin Water Association and West Basin Water AssociationDate: Monday, August 7, 2023Time: 11:30 a.m.Location:  Albert Robles Center, 4320 San Gabriel River Pkwy, Pico Rivera, CA 90660 Speaker: Jennifer Capitolo, CBWA Lobbyist, will present a Legislative OverviewPlease register no later than August 4, 2023The cost of lunch is $25.00 per person.  If you have any questions, please call us at (626) 815-1305 or by email at admin@watermaster.orgWe look forward to seeing you on August 7, 2023",https://www.eventbrite.com/o/central-basin-water-association-54757275473,https://www.eventbrite.com/e/annual-joint-meeting-central-basin-water-assoc-west-basin-water-assoc-tickets-675610768997,LA
10073,iMap: Environment,2023-07-31 10:00:00,2023-08-11 14:00:00,"2305 Southeast 82nd Avenue, Portland, OR 97216","9-12th grade students will use GIS software to analyze environmental data, create maps and suggest future farming best practices. Help provide environmental information to Mudbone Grown Farm that will assist staff make informed planting and harvesting decisions.  Lunches are provided daily and students can earn up to $150 for completion of a 2-week iMap Camp.  ",https://www.eventbrite.com/o/iurban-teen-30080727382,https://www.eventbrite.com/e/imap-environment-tickets-638455045227,MTL
9610,Business with Impact Module 4: Marketing Your Social Enterprise & Products,2023-10-26 09:30:00,2023-10-26 16:30:00,"79 Ayer Rajah Crescent ##02-01/02, Singapore, 139955, Singapore","26 October 2023, 9.30am-4.30pmMany a time, SEs have a strong product/service that would serve the community well. Unfortunately, they lack the capability to market themselves well. Marketing is vital to support businesses to generate enough sales. Come for this module to learn how to position yourself in the market and develop a compelling narrative. There will be case studies to provide practical insights into how SEs have built their brand and market presence on a low budget. We will also explore how to leverage digital platforms to increase visibility and build a vibrant online community. To measure social impact, we will provide an overview of various social impact measurement methods and tools, such as ESG-GRI and UN SDGs. We will also touch on the alignment of social impact to stakeholders' causes and goals, to ensure that you are optimizing your impact.Topics covered in this module include:Aligning your social value proposition with your stakeholdersArticulating your social impact as a differentiation from competitorsGrow your business and social impact through effective communication",https://www.eventbrite.sg/o/singapore-centre-for-social-enterprise-raise-54262506163,https://www.eventbrite.sg/e/business-with-impact-module-4-marketing-your-social-enterprise-products-tickets-638464954867,Singapore
8507,Project Save Our Surf Beach Clean Up,2023-08-12 11:00:00,2023-08-12 13:00:00,"2559 Ocean Front Walk, Santa Monica, CA 90405","Come join Project Save Our Surf for a fun afternoon of music and refreshments cleaning the beach. Buckets and gloves will also be provided for the cleanup. Connect with others in Los Angeles working to support our environment. Supported by Beryl Foundation please support our campaign to continue our efforts down the coastline: Fundraiser OR you can donate by choosing a donation ticket and choosing an amount We have also partnered with Project Pop Drop to collect items for the homeless that we will be delivering to a homeless shelter on the last Saturday of the month (each month is a different shelter and details will be available at the cleanup for those who want to attend that event as well). We are collecting non- perishable foods and new toiletries, new socks, new underwear, new clothing etc.  ",https://www.eventbrite.com/o/shaka-smith-34184013723,https://www.eventbrite.com/e/project-save-our-surf-beach-clean-up-tickets-677588143377,LA
8726,3 week Eco-Living Course - Autumn 2023,2023-09-16 11:00:00,2023-09-30 13:00:00,"Snakes Lane East, London, IG8 7JF, United Kingdom","Ever wanted to make your home, your work and your life a bit more eco-friendly, but didn’t know where to start? The School of Simple Swaps is here to give you a hand! Over three consecutive Saturdays in September 2023, we’ll show you and your family how to make easy changes so that your daily lives can become that little bit greener. Perfect for kids, parents and grandparents to learn together, our practical workshops will take place both indoors and outside, are completely free - and lots of fun!D﻿ates are:Saturday 16th September (11am-1pm)
Saturday 23rd September (11am-1pm)
Saturday 30th September (11am-1pm)
I﻿ts important that you attend all three sessions in order to complete the programme. Please only sign up if you are available for all the dates.",https://www.eventbrite.co.uk/o/school-of-simple-swaps-67538814303,https://www.eventbrite.co.uk/e/3-week-eco-living-course-autumn-2023-tickets-662996669887,London
952,David Vs Goliath: The legal rights of People and climate change in Colombia,2023-09-12 18:00:00,2023-09-12 19:30:00,"11 Staple Inn, London, WC1V 7QH, United Kingdom","“As an environmental movement, our demands to respect our rights was carried out peacefully, through social protest, legal means, and the legal participation mechanisms; and yet, our rights have still not been realised.” A community leader
Speakers will explain the case and its wider implications for climate change. La Colosa, AngloGold Ashanti proposes to exploit and open-pit gold mine in the beautiful agricultural and highly sensitive ecological area important for climate change, of the Nevados paramos  and a Central Forestal Reserve in Colombia.  Hear about the communities’ struggle as they effectively use legal mechanisms only to continue seeing their rights denied.
Whilst international trade rules and institutions set out to hold governments accountable and ensure that changes in national laws do not unduly inhibit international commerce, a trading system has been established that unduly inhibits the ability of governments to protect health, safety, and the environment. This event will discuss the case of La Colosa Mine owned by multinational AngloGold Ashanti, the dangers due to international trading and investment agreements that can hinder peace and the fulfilment of Colombia’s climate change commitments. As well as, why the UK needs a Business, human rights and environment law, and what it should look like. 

",https://www.eventbrite.co.uk/o/abcolombia-15085549795,https://www.eventbrite.co.uk/e/david-vs-goliath-the-legal-rights-of-people-and-climate-change-in-colombia-tickets-681740453047,London
10890,Monthly Social Enterprise & Sustainability Drinks,2023-08-31 17:00:00,2023-08-31 21:00:00,"27 Camden Passage, London, N1 8EA, United Kingdom",Are you looking to connect with people within the UK social enterprise & sustainability sector?Come along to our monthly networking event and meet other social entrepreneurs and sustainability professionals based in London and beyond!The aim of our event is for you to engage in conversations and build connections with other social entrepreneurs and sustainability/impact-driven professionals in order to spark ideas and maybe even walk away with a business partner or connections to potential clients.If this sounds good to you then follow us on our Instagram page (@trampolinecafe) for more details and we look forward to seeing you at our monthly drinks!Please note there is only a limited amount of seats reserved at our cafe so please reserve your tickets early to ensure access to our event.,https://www.eventbrite.co.uk/o/trampoline-49074754333,https://www.eventbrite.co.uk/e/monthly-social-enterprise-sustainability-drinks-tickets-387469942027,London
8729,Rain Garden Design & Water Conservation - Free Workshop,2023-08-19 10:00:00,2023-08-19 15:00:00,"Snakes Lane East, London, IG8 7JF, United Kingdom","This introductory workshop will teach participants how to design and build a small feature within their garden which can capture and conserve water. Using original, creative design techniques participants will learn more about the importance of water conservation, recycling and rain garden creation to create more climate resilient green spaces which limit the risk of flooding. Delivered by Jeni Cairns from Juniper House (www.juniperhouseemporium.com) on behalf of Woodford Greeners gardening group (https://woodfordgreeners.uk) this free workshop will be delivered at the new Community Garden at Ray Park and has been made possible with funding from Groundwork London (www.groundwork.org.uk/hubs/london).This workshop is suitable for all skill levels and beginners are welcome. Children under 12 need to be supervised by an accompanying adult.",https://www.eventbrite.co.uk/o/woodford-greeners-61749148363,https://www.eventbrite.co.uk/e/rain-garden-design-water-conservation-free-workshop-tickets-631828886207,London
8513,California Land Recycling Conference 2023,2023-09-26 08:00:00,2023-09-28 16:00:00,"801 Carson Street, Carson, CA 90745","The U.S. ﻿EPA Region 9 and the CA Department of Toxic Substances Control’s (DTSC) Office of Brownfieldsin collaboration with the Center for Creative Land Recycling (CCLR) are excited to announce the continuation of the California Land Recycling Conference (CALRC)!Join us at the Carson Event Center in Carson, CA from September 26-28, 2023 to hear from practitioners and communities on timely and trending land reuse topics; cultivate new relationships and connections to support your redevelopment practice; and discover how California communities and beyond have progressed in their land reuse initiatives. Learn more about CALRC 2023 here. ",https://www.eventbrite.com/o/center-for-creative-land-recycling-17641570566,https://www.eventbrite.com/e/california-land-recycling-conference-2023-tickets-601057899357,LA
8515,Newport Beach Cleanup with local Veterans,2023-08-12 09:00:00,2023-08-12 11:30:00,"35 39th Pl, Long Beach, CA 90803","Come join your local Veterans at a cleanup!We will supply bags, gloves, buckets, and hand sanitizer. Please feel free to bring your own bucket, bag, or trash grabber!Everyone is welcome to our cleanups, feel free to bring your friends and family!Please take a look at our Gear List below to ensure you are properly prepared and equipped. We strongly discourage the use of any single-use plastic at our beach cleanups. Schedule & What To Expect:9:00am - 9:15am | Check-In & Morning Brief We will all gather by the designated meet-up point to go over all the information and route details before we kick-off. We will be handing out the buckets and bags as well.9:15am - 11:00am | Service The AreaWe will kick off the cleanup by following the designated route and servicing the area for trash, recyclables, and debris. (Around 1-3 miles) 11:00am - 11:15am | Collect Trash & SortAfter we service the area we then head back and weigh the collected trash. From there we dump it out onto a tarp and sort through the materials looking for the items, such as glass, plastics, bottle caps, or cigarette butts so they are to be disposed of properly.11:15am - 11:30am | Education Brief & Closing RemarksDuring the separation process, our Team Leader and supporting Eco Warriors will close out the event by educating the volunteers on conservation, sustainability, and environmentalism.  Important NotesFor all of our Active Duty who need an L.O.A. or our volunteers who need community service hours, during your registration be sure to answer “Yes” when asked.*Please arrive on time so you are able to kick off with our group and enjoy the full experience *Once you arrive- check-in at the EZ-Up in order to receive your pair of gloves and equipment*All ages are welcome as long as there is adult supervision*Be on the look-out for an EZ-up with our Logo on it*We do not recruit for the military or their affairs.*L.O.A’s & Community Service hours will be sent within 7 business days of the event SupportHave a question? Contact us at hello@recycleforveterans.com or directly through Eventbrite!Want to learn more?: www.recycleforvets.com",https://www.eventbrite.com/o/recycle-for-veterans-33719639701,https://www.eventbrite.com/e/newport-beach-cleanup-with-local-veterans-tickets-515779368977,LA
957,"Climate change, coastal hazards and resilience",2023-09-13 18:30:00,2023-09-13 21:30:00,"2 Audley Square, London, W1K 1DB, United Kingdom","If you wish to come to this evening Discussion, you will need to contact the Hon.  Secr. ( see email address on the Group's website (https://www.geolsoc.org.uk/Groups-and-Networks/Specialist-Groups/Geological-Society-Discussion-Group) to arrange payment for the dinner. Roger completed his undergraduate degree in physical geography in 1984 (Sussex), and his PhD in 1988 (King’s College, London). He joined Geomorphological Services Ltd (GSL) in 1988 working on international development and UK-based commercial work in applied geomorphology. In 1990, Roger joined Rendel Geotechnics, part of the High Point Rendel group, where he continued his applied geomorphology work for UK central and local government, and a variety of civil engineering projects around the world. In 1997, Roger joined Halcrow Group Ltd and worked in Hong Kong for 3 years working with the Hong Kong Government’s Geotechnical Engineering Office on two landmark projects, the Landslip Investigation Consultancy, and the Natural Terrain Hazards and Risk Area Studies; both of these commissions were aimed at developing assessment methods for reducing the impact and risk of slope instability and landslides in Hong Kong and the New Territories. Roger returned to the UK in 2000 and has developed and led a team of engineering geomorphologists, the largest group of its kind in commercial practice in the UK. The team undertakes applied geomorphology work in the UK and overseas for governments, agencies, developers and operators. Since 2008, Roger has been in discussion with Sussex regarding collaboration in research, consultancy and the development of a unique MSc / CPD programme in applied geomorphology to support industry. Roger was appointed Professor of Applied Geomorphology at Sussex in November 2010. He fulfills this role on a part-time basis in parallel with his position at CH2M (formerly Halcrow). ",https://www.eventbrite.com/o/geolsoc-discussion-group-32972413477,https://www.eventbrite.com/e/climate-change-coastal-hazards-and-resilience-tickets-675092027427,London
9426,Clothing Swap!,2023-08-20 11:00:00,2023-08-20 14:00:00,"776 Lorimer Street, Brooklyn, NY 11222","Clear out your home from all your unwanted clothes and accessories (good condition). Then come, dig, and leave with a whole new wardrobe! All the leftovers will be donated to a local non-profit organization or reused for the next swap. Only rules: be kind, be generous, and be chill.Open and welcome to all!What to expect at our Clothing SwapAttendees bring their unwanted & ready to donate clothing to the event. All clothing will be placed into clothing piles on the floor organized by type and attendees will dig through, try on, and keep any items they want for themselves.Attendees can bring as much or little clothing as they want to donate to the swap. And you can take as much or little as you want.Meet and become apart our sustainably focused community.B﻿YOB x 2Bring your own Bag!Bring your own beer/drink to hang in the park with some amazing people :)Taking non-profit suggestions and volunteers to take them to a site after the swap",https://www.eventbrite.com/o/annie-hua-68685757093,https://www.eventbrite.com/e/clothing-swap-tickets-679723570497,NYC
8732,A Pleasant Place: Urban Heat Photowalk,2023-08-04 18:00:00,2023-08-04 21:00:00,"17 Amhurst Terrace, London, E8 2BT, United Kingdom","Join UCL researcher Dr Oscar Brousse and artist and educator Andrew Brown for an immersive walk and three photography workshops around Upper Clapton and the Hackney Marshes. T﻿he photowalk will start at 6pm outside Hackney Downs Studios and end around 9pm at Princess of Wales. The walk will be led by Dr Brousse and will explore the changes in temperature and humidity across different urban and natural environments in the area. Drawing on his research, Dr Brousse will explain how extreme heat affects communities in London and what can be done to improve local climates. Three photography workshops along the way will invite participants to explore their own experience of heat and the environment surrounding them. The first stop will involve a workshop delving into infrared photography as a tool to read heat and radiation in landscapes. During the second stop, we will gather to examine different light and heat conditions and create prints with images made by participants. The last stop will include a cyanotype print workshop and a final talk exploring heat perception in urban environments.  Participants will be provided with a folder and environmental tools to record their own measurements along the way, as well as a series of postcard sized prints they will be able to make during the workshops. Please note the walk will last for 2 hours and will involve irregular terrain. Please get in touch if you have any access needs we should be aware of.This project is funded by UCL East Engagement.",https://www.eventbrite.co.uk/o/urban-heat-collective-68569851393,https://www.eventbrite.co.uk/e/a-pleasant-place-urban-heat-photowalk-tickets-678076092847,London
10462,Back to School Drive Volunteers,2023-08-19 11:00:00,2023-08-19 16:00:00,"Vermont Street, Brooklyn, NY 11207","Volunteers of all ages are welcome to participate in the event, but those under 16 will need an adult present with themWe appreciate any portion of the time you can volunteer for an hour or the whole day. Every contribution counts, and your help will make a real difference in the event's success.As a volunteer, you will have the opportunity to assist with a variety of tasks throughout the day, including:Distributing school suppliesOrganizing the school supplies tableDistributing flyers to promote the eventWe welcome individuals and groups to volunteer, and we're excited to have you join us in creating a fun and safe environment for everyone.Thank you for your support, and we look forward to seeing you on August 19, 2023!",https://www.eventbrite.com/o/camille-mcitonsh-56767640203,https://www.eventbrite.com/e/back-to-school-drive-volunteers-tickets-663796913437,NYC
10494,Copy of AAH Education: Glam Gardener's Wild Flower Crown Making,2023-09-02 12:00:00,2023-09-04 13:30:00,"2 Hylan Boulevard and 777 Front Street, Staten Island, NY 10305","Learn about the benefits of eating wild plants on a short foraging walk throughout the Alice Austen House Meadow. Then, craft a wildflower and wild greens crown with Aly Stoffo of Glam Gardener NYC.All materials will be provided. This event is family-friendly. Both adults and families are encouraged to attend. This is a great workshop for people that love the outdoors, local history, and want to connect with nature by using primitive skills like gardening, foraging, plant identification and natural crafting.Other subject areas discussed are herbalism, ecosystems, and sustainability. Alice Austen is the founder of the Staten Island Garden Club, a club that still runs today. She was a landscape designer and lover of natural spaces. This tour pays homage to Alice Austen’s connection to green spaces.Attendees are encouraged to bring a blanket to this event and picnic on the lawn after this event is over.Wear: Long socks and shoes suitable for walking in green spaces.Optional to bring: Bring a small tote bag for wild plant collection, snippers or scissors, gardening gloves. You are welcome to You are welcome to bring wildflowers from home that you would like to infuse in your special crown.What will be provided: Natural and non-natural bug repellent, twine and materials needed for wild flower crown crafting, and some flowers used in addition to those that we harvest (distributed on a first-come-first-served basis).Glam Gardener hosts invasive plant workshops that teach people how to identify, craft with, and consume common non-native weeds. These weeds–like mugwort, autumn olive, and Japanese knotweed–are loathed by Parks departments, as they devote thousands of dollars in labor toward removing them from green spaces. Her workshops offer a different perspective on how we can relate to our environment. They combine ecosystems knowledge with arts, crafts, history, and sensory experiences to make connections impactful and memorable. It questions the concept of garbage, all while enabling citizens to do their part in the effort to remove invasive plants that are disruptive to the native ecosystem.",https://www.eventbrite.com/o/alice-austen-house-11366153001,https://www.eventbrite.com/e/copy-of-aah-education-glam-gardeners-wild-flower-crown-making-tickets-686627961717,NYC
9432,E-Bikes from Zero to Sixty Tour: Inside CLIP Bike & Tarform Motorcycles,2023-08-12 10:30:00,2023-08-12 12:00:00,"63 Flushing Avenue, Brooklyn, NY 11205","T﻿IME & LOCATION:T﻿he Tour starts promptly at 10:30 am. Please plan to arrive by 10:15 am to check-in.T﻿he tour starts at Building 92, which is located on Flushing Avenue at Carlton Avenue. The tour then progresses on foot to Newlab and over to Building 303 within the Yard. The tour ends at the Sands Street gate, which is located at Sands Street and Navy Street (near Wegmans).A﻿BOUT THE TOUR:Meet the founders of two incredible businesses developing electric bikes on this fun tour: Taras Kravtchouk, CEO & Founder, Tarform Motorcyles and Clement de Alcala, COO & Co-Founder, CLIP Bike. Start your tour off with a step inside Newlab to learn about the business accelerator’s role in pioneering frontier technologies that support sustainable materials, energy, and mobility before meeting Newlab-based CLIP Bike. Watch a demo with CLIP Bike staff and learn about the CLIP propulsion device that can transform any bike into an e-bike. Next, attendees will walk to Building 303 (about eight minutes) to see the design studio for Tarform Motorcycles. Tarform combines art, design, technology, and ecology in their bespoke designs and have developed bio-based composite that eliminate toxic materials and minimize waste. A great tour for anyone curious about the latest advancements in green mobility and reducing our reliance on fossil fuels to get around the city. A﻿BOUT THE SERIES:This tour is part of the Yard’s Getting to Green Series: The Yard is increasingly home to businesses invested in the green economy. This series offers a glimpse inside our ecosystem to highlight the important role that small business manufacturers have in pushing forward critical conversations related to sustainability and climate change. In this series, you can meet Yard-based entrepreneurs committed to sustainable practices that help to reduce waste, pollutants, and carbon emissions.C﻿heck out more events in the series here: https://brooklynnavyyard.org/visit/programs-tours///---///---///---///---///---///---///---///Photo Acknowledgement & PermissionBy registering for the event, you understand that photography and/or video may be taken at the event for marketing or promotional purposes and you consent to being filmed or photographed for such use.  Furthermore, you release the Brooklyn Navy Yard Development Corporation, its officers, employees, and agents, from any liability in connection with such photography or videography and the use thereof, and waive any claims you may have for payment in connection with such materials and the use thereof.  Newsletter Acknowledgement & PermissionBy signing up for this event, you are agreeing to be added to the BNYDC public newsletter list. Newsletters are sent 1 - 2 times each month and list public programs, events, and exhibitions at the Yard. ",https://www.eventbrite.com/o/brooklyn-navy-yard-1555529012,https://www.eventbrite.com/e/e-bikes-from-zero-to-sixty-tour-inside-clip-bike-tarform-motorcycles-tickets-675415545077,NYC
9433,EarthChxrch,2023-07-30 15:00:00,2023-07-30 16:00:00,"36 Loisaida Avenue, New York, NY 10009","Reverend Billy and The Stop Shopping Choir “a political rally, it’s theater, it’s all three, it’s none of them.”  -Rev Billy Live Streamed @Revbilly.com",https://www.eventbrite.com/o/rev-billy-and-the-stop-shopping-choir-67398015563,https://www.eventbrite.com/e/earthchxrch-tickets-661159163857,NYC
2890,Hawaii: Slow Food East Bay’s Celebrating Cultural Food Traditions,2023-08-06 16:00:00,2023-08-06 19:00:00,"2847 Peralta Street, Oakland, CA 94608","Join Slow Food East Bay for the next in our series celebrating diverse culinary traditions!For the first in our newest series, we will visit Hawaii. A series of islands that many California's say they know well, it's a place of deep indigenous knowledge, people fiercely connected to the land and a community that has influences from Japan and the US and Philippines and China and yet still maintains an identity all their own.Our chefs for the evening are Lily Rockholt and Koa Mendes. Lily is of Okinawan descent, representing generations of movement from Japan to the Hawaiian Islands. She is lead chef at The Cupboard in SF and recently completed her degree in Conservation and Resource Studies with a focus on food and foodways. Her personal pop-up, All Pau Berkeley, is an homage to her fondest culinary experiences in Hawaii. Koa grew up in his ancestral home of Hilo and  moved to the mainland recently, working his way through a variety of kitchens as line cook, pastry cook and sushi chef. The memories of family cookouts and culinary knowledge passed down through generations guides him as he explored his mixed heritage of Filipino, Portuguese, Chinese and Native Hawaiian through food.Our moderator for the conversation will be Dante Kaleo, a musical artist, climate activist and former Ecology Center Farmers Market managerOur partner nonprofit for the evening's donation is MA'O Organic Farm, one of the largest certified organic farms in Hawaiʻi. Through the farm enterprise they train and mentor youth who work on the farm as interns and apprentices to become entrepreneurial community leaders.Slow Food East Bay’s Cultural Food Traditions Project series of events celebrates the cultural food traditions of immigrants, refugees and displaced people, learning how food helps people stay connected to homeland and also engage with new communities. Attendees will be inspired by stories from chefs and community organizations, learning how diversity and migration have helped in the development of our food system.... And, frankly, make it delicious!  Speaking of delicious, the proposed menu for the evening will be our chef's take on a plate lunch:  P﻿upus - light bites, all vegetarianB﻿BQ - both pork and vegetarian optionsR﻿ice, Mac Salad and NoodlesP﻿ickles & FermentsS﻿ticky rice with Mango, Butter Mochi and maybe a little Guava too!And to drink, plentiful f﻿resh juices (with or without alcohol!) and beer*If you have any dietary restrictions, please let us know when you purchase your ticket and/or email us with details so we can plan accordingly. No changes can be made the night of*Pricing: We're committed to being and building an inclusive community while also making the event sustainable for the chefs. Everyone is welcome at our table and to help that happen we offer sliding scale tickets prices which include dinner, drinks (alcoholic & non) and stimulating discussion. $90 - A portion of your ticket subsidizes someone who can pay less. $75 - If you earn a living wage this ticket helps the chefs do the same. $45 - Join Us! We are grateful that you choose to spend your money on this important work and are excited to have you at the table!If you are feeling inspired to come but $45 doesn’t work, please email us at slowfoodeastbay@gmail.comAs our political discourse gets more polarized, it becomes ever more important to have places where we can have meaningful connection discovering inherent connections to one another. Join us for an evening of delicious food paired with just as delicious conversation, leaving with both your belly and mind full.",https://www.eventbrite.com/o/slow-food-east-bay-13134154985,https://www.eventbrite.com/e/hawaii-slow-food-east-bays-celebrating-cultural-food-traditions-tickets-669181739597,SF
10464,Pollinator Walk On Governors Island,2023-08-26 14:00:00,2023-08-26 15:30:00,"758 Enright Rd New York, NY 10004, New York, NY 11231","Join us on Governors Island for our monthly Pollinator Walks, from May through October! With an experienced guide, you will learn about and hunt for New York City’s pollinators and the habitats that support them. Come relax, observe, and explore nature through the lens of pollinators — and contribute to scientific research in the process!We invite you to download the iNaturalist app on your phone in advance of this event so you can participate in impactful community science activity. During the walk, you will photograph pollinators and upload them to our “A Bee or Not a Bee?” iNaturalist project, collaborating with naturalists around the world to determine whether the insect buzzing by is a bee, wasp, fly, or other common bee doppelgänger. Also referred to as “citizen science,” community science projects galvanize the time, passion, and participation of concerned, curious people to get in the field to collect data or take other action that fuels research. You don’t need a degree or experience in a lab to participate – all you need is the desire to help out! So, come join us, improve your ID skills, learn about the species buzzing around Governors Island, and contribute data that supports thousands of researchers and scientists. Read more about our community science project, “A Bee or Not A Bee?” here.M﻿ore About This Event 🚢 For details on how to get to Governors Island and ferry schedules, please see Plan Your Visit🌻 The Bee Conservancy’s Bee Sanctuary is located on an outdoor urban farm. Please dress accordingly; hats, sunscreen, sunglasses, comfortable shoes and refillable water bottles are highly recommended. The Urban Farm is open from 12-4 p.m.  every weekend through Oct 29thThere is no wifi nor charging outlets at our outdoor sanctuary. The walk from the Manhattan Ferry Landing to TBC is about 10-15 minutes. The Brooklyn Ferry docks about a 5 minute walk away. There are public restrooms, water fountains and restaurants on the way and around the Island. A﻿bout Your Hosts The Bee Conservancy (TBC) is a nonprofit organization dedicated to protecting bees, safeguarding the environment, and securing food justice through community-based education, research, habitat creation, and advocacy. TBC currently runs eight Bee Sanctuaries across New York City. The Bee Conservancy’s Hive Dives, Pollinator Walks, and other activities  are led by our trained staff beekeepers and habitat specialists who maintain the outdoor sanctuaries and honey bee hives.",https://www.eventbrite.com/o/the-bee-conservancy-21725779292,https://www.eventbrite.com/e/pollinator-walk-on-governors-island-tickets-633750283157,NYC
8522,Long Beach Beach Cleanup with local Veterans,2023-09-17 09:00:00,2023-09-17 11:30:00,"35 39th Pl, Long Beach, CA 90803","Come join your local Veterans at a cleanup!We will supply bags, gloves, buckets, and hand sanitizer. Please feel free to bring your own bucket, bag, or trash grabber!Everyone is welcome to our cleanups, feel free to bring your friends and family!Please take a look at our Gear List below to ensure you are properly prepared and equipped. We strongly discourage the use of any single-use plastic at our beach cleanups. Schedule & What To Expect:9:00am - 9:15am | Check-In & Morning Brief We will all gather by the designated meet-up point to go over all the information and route details before we kick-off. We will be handing out the buckets and bags as well.9:15am - 11:00am | Service The AreaWe will kick off the cleanup by following the designated route and servicing the area for trash, recyclables, and debris. (Around 1-3 miles) 11:00am - 11:15am | Collect Trash & SortAfter we service the area we then head back and weigh the collected trash. From there we dump it out onto a tarp and sort through the materials looking for the items, such as glass, plastics, bottle caps, or cigarette butts so they are to be disposed of properly.11:15am - 11:30am | Education Brief & Closing RemarksDuring the separation process, our Team Leader and supporting Eco Warriors will close out the event by educating the volunteers on conservation, sustainability, and environmentalism.  Important NotesFor all of our Active Duty who need an L.O.A. or our volunteers who need community service hours, during your registration be sure to answer “Yes” when asked.*Please arrive on time so you are able to kick off with our group and enjoy the full experience *Once you arrive- check-in at the EZ-Up in order to receive your pair of gloves and equipment*All ages are welcome as long as there is adult supervision*Be on the look-out for an EZ-up with our Logo on it*We do not recruit for the military or their affairs.*L.O.A’s & Community Service hours will be sent within 7 business days of the event SupportHave a question? Contact us at hello@recycleforveterans.com or directly through Eventbrite!Want to learn more?: www.recycleforvets.com",https://www.eventbrite.com/o/recycle-for-veterans-33719639701,https://www.eventbrite.com/e/long-beach-beach-cleanup-with-local-veterans-tickets-515779389037,LA
8523,Earth Citizens Taichi & Beach Clean Up,2023-08-27 10:00:00,2023-08-27 13:00:00,"3998e East Allin Street, Long Beach, CA 90803","EARTH CITIZENS TAICHI & BEACH CLEAN UP EVENTJoin us for a morning to get together and contribute to our community and the environment.  Let's use our energy to clean up and connect to the earth with a peaceful Taichi and Qigong flow.  Location:  LONG BEACH, Belmont Veterans Memorial Pier Parking Lot, 3998E E Allin St, Long Beach, CA 90803Date & Time:  Sunday, 8/27/2023 from 10AM-1PMCost:  FREE, parking $2/hourWhat to bring:  Sun protection, hat, shades, water bottle, dress comfortably for cool or warm weather.----The Philosophy of the Earth Citizen MovementIlchi Lee created the Earth Citizen movement in the spirit of Hong-ik. Hong-ik is a Korean word for the desire “to widely benefit all humankind.” Lee believes that his movement can help individuals discover the Hong-ik spirit which all humans are capable of. He states that recovering the Hong-ik spirit is like returning to a time when humanity lived as one family and humbly recognized its dependence on the earth.Some say that the environmental movement began when the first rocket was launched into space and we saw photos of the earth, the “blue marble” floating in space. That was only about 50 years ago. Since then, we have learned a lot about the earth, and about the human brain. Lee believes there is a relationship between the two: Humans created the industries that pollute in the earth, so it is humanity’s responsibility to solve the problems; Lee believes the necessary solutions already lie within the human brain.The Earth Citizen movement claims it is devoted to “recovering our humanity and hope for the earth.” They believe the first step is for people to identify themselves as Earth Citizens, and to put that identity above nationality, race, or religion. There is hope for the earth, they state, because humans are able to change.From Brain World Magazine article, ""The 'Earth Citizen' Movement"" ( https://brainworldmagazine.com/earth-citizen-movement/ )Parking lot entranceMeeting Point @ 10AM in the pier parking lot",https://www.eventbrite.com/o/brea-body-brain-yoga-taichi-17297260147,https://www.eventbrite.com/e/earth-citizens-taichi-beach-clean-up-tickets-678950668727,LA
8524,Summer Cocktail Class ft. Mijenta Tequila. Mixology Fun!,2023-07-30 13:30:00,2023-07-30 16:30:00,"700 West 7th Street #Suite G600, Los Angeles, CA 90017","HATCH Summer Cocktail Mixology Class ft. Mijenta TequilaGrab your squad (21+) and join HATCH for an afternoon of eco-friendly mixology fun. Check-in will take place at 1:30pm.Community and SustainabilityShake off the summer heat with our seasonal mixology class featuring award-winning Mijenta Tequila. We are incredibly honored to partner with Mijenta, celebrating their mission: “Sustainability is about leaving a better world for our children, and we are excited to do even more as we continue to grow.""Made with purpose, Mijenta is the first B-Corp Certified Tequila with community and sustainability at the heart of their mission. Journey through Mijenta Tequila’s tasting notes and learn how their process creates a positive and lasting impact for our world today.M﻿ixology, Shaking & SippingWe lead the class with an almost bottomless cocktail shaking for an interactive fun experience. Master how to make two cocktails from our Spring/Summer Menu and develop skills that will impress your friends at your next party gathering!F﻿eeling Spritzy CocktailP﻿ineapple Express CocktailTickets Include:2 Cocktails MixologyAlmost bottomless cocktail shakingMijenta Tequila Blanco & Reposado Tasting ShotsFood Appetizer PairingsInstructions Brochure detailing the classTake home HATCH x Mijenta merchandise goodie bagAll tickets are final sale. No refunds. Must be 21 years or older to attend. Valid photo ID required. No infants, kids, or pets are allowed in the event. Parking validation will be provided.",https://www.eventbrite.com/o/hatch-62253846693,https://www.eventbrite.com/e/summer-cocktail-class-ft-mijenta-tequila-mixology-fun-tickets-679821032007,LA
